#    frfrq      xpoln     frmsfd      msfdrat
#
1499.867310 383.914307 386.565674   0.993141 
1499.658325 384.107178 386.731750   0.993213 
1499.449341 384.235748 386.896088   0.993124 
1499.240356 384.428558 387.058594   0.993205 
1499.031372 384.557129 387.219360   0.993125 
1498.822510 384.492859 387.378204   0.992552 
1498.613525 384.171448 387.535370   0.991320 
1498.404541 384.235748 387.690765   0.991088 
1498.195435 380.828583 387.844452   0.981911 
1497.986572 384.557129 387.996124   0.991137 
1497.777466 384.814270 388.146271   0.991416 
1497.568604 385.392883 388.294403   0.992528 
1497.359497 385.714294 388.440887   0.992981 
1497.150635 385.907135 388.585480   0.993107 
1496.941528 386.035706 388.728363   0.993073 
1496.732666 386.164276 388.869324   0.993044 
1496.523560 386.292816 389.008575   0.993019 
1496.314697 386.485748 389.145966   0.993164 
1496.105713 386.614319 389.281586   0.993148 
1495.896729 386.807159 389.415375   0.993302 
1495.687744 386.935730 389.547363   0.993296 
1495.478760 387.064270 389.677551   0.993294 
1495.269775 387.064270 389.805939   0.992967 
1495.060791 387.385712 389.932526   0.993469 
1494.851807 387.449982 390.057281   0.993316 
1494.642822 387.707123 390.180237   0.993662 
1494.433838 387.771454 390.301331   0.993518 
1494.224731 388.028595 390.420685   0.993873 
1494.015991 388.221436 390.538025   0.994068 
1493.806885 388.350006 390.653717   0.994103 
1493.598022 388.478546 390.767487   0.994142 
1493.388916 388.671417 390.879517   0.994351 
1493.180054 388.735687 390.989594   0.994235 
1492.970947 388.864258 391.098022   0.994289 
1492.762085 389.185730 391.204437   0.994840 
1492.552979 389.378601 391.309143   0.995066 
1492.343994 389.507141 391.411987   0.995133 
1492.135010 390.214294 391.512970   0.996683 
1491.926025 389.378601 391.612122   0.994297 
1491.717041 390.021423 391.709412   0.995691 
1491.508179 390.021423 391.804810   0.995448 
1491.299194 390.342834 391.898407   0.996031 
1491.090210 389.699982 391.990204   0.994157 
1490.881226 390.407166 392.080078   0.995733 
1490.672241 390.857147 392.168182   0.996657 
1490.463257 390.985687 392.254395   0.996766 
1490.254150 391.114288 392.338806   0.996879 
1490.045288 391.114288 392.421234   0.996670 
1489.836182 391.242859 392.501984   0.996792 
1489.627319 391.435699 392.580719   0.997083 
1489.418213 391.564270 392.657684   0.997215 
1489.209473 391.692841 392.732635   0.997352 
1489.000366 391.435699 392.805908   0.996512 
1488.791504 391.692841 392.877197   0.996985 
1488.582397 391.821442 392.946686   0.997136 
1488.373535 391.950012 393.014282   0.997292 
1488.164429 391.821442 393.080048   0.996798 
1487.955444 391.628571 393.143860   0.996146 
1487.746460 391.950012 393.205872   0.996806 
1487.537476 392.078583 393.265930   0.996981 
1487.328491 392.142853 393.324188   0.996997 
1487.119507 392.142853 393.380524   0.996854 
1486.910522 392.142853 393.434998   0.996716 
1486.701660 392.142853 393.487518   0.996583 
1486.492676 392.142853 393.538239   0.996454 
1486.283691 392.142853 393.587067   0.996331 
1486.074707 392.142853 393.633942   0.996212 
1485.865601 392.207123 393.679047   0.996261 
1485.656738 392.207123 393.722137   0.996152 
1485.447632 392.142853 393.763428   0.995884 
1485.238770 391.950012 393.802734   0.995295 
1485.029663 392.207123 393.840179   0.995853 
1484.820801 391.885742 393.875732   0.994948 
1484.611694 392.207123 393.909393   0.995679 
1484.402954 392.014313 393.941040   0.995109 
1484.193848 392.207123 393.970825   0.995523 
1483.984863 392.271423 393.998657   0.995616 
1483.775879 392.335693 394.024567   0.995714 
1483.566895 392.271423 394.048492   0.995490 
1483.357910 392.335693 394.070465   0.995598 
1483.148926 392.335693 394.090485   0.995547 
1482.939941 392.399994 394.108490   0.995665 
1482.730957 392.464294 394.124542   0.995788 
1482.521973 392.464294 394.138611   0.995752 
1482.312988 392.528564 394.150635   0.995885 
1482.104004 392.592834 394.160706   0.996022 
1481.895020 392.592834 394.168762   0.996002 
1481.686157 392.721405 394.174744   0.996313 
1481.477051 392.721405 394.178741   0.996303 
1481.268188 392.914276 394.180695   0.996787 
1481.059082 392.850006 394.180573   0.996624 
1480.850220 392.978546 394.178436   0.996956 
1480.641113 393.042877 394.174225   0.997130 
1480.432251 393.107147 394.167938   0.997309 
1480.223145 393.171448 394.159576   0.997493 
1480.014160 393.235748 394.149170   0.997683 
1479.805176 393.235748 394.136597   0.997714 
1479.596313 393.171448 394.122009   0.997588 
1479.387329 393.364288 394.105286   0.998120 
1479.178345 393.428558 394.086426   0.998331 
1478.969360 393.428558 394.065460   0.998384 
1478.760376 392.271423 394.042358   0.995506 
1478.551392 391.242859 394.017151   0.992959 
1478.342407 393.492859 393.989777   0.998739 
1478.133423 393.364288 393.960266   0.998487 
1477.924316 393.621399 393.928558   0.999220 
1477.715454 393.235748 393.894745   0.998327 
1477.506348 393.557129 393.858704   0.999234 
1477.297485 393.621399 393.820526   0.999494 
1477.088501 393.621399 393.780121   0.999597 
1476.879639 393.557129 393.737579   0.999542 
1476.670532 392.721405 393.692749   0.997533 
1476.461670 392.850006 393.645752   0.997979 
1476.252563 393.492859 393.596527   0.999737 
1476.043701 393.428558 393.545105   0.999704 
1475.834595 393.364288 393.491394   0.999677 
1475.625610 393.300018 393.435486   0.999656 
1475.416626 393.171448 393.377258   0.999477 
1475.207642 393.042877 393.316833   0.999303 
1474.998657 392.978546 393.254150   0.999299 
1474.789795 392.528564 393.189240   0.998320 
1474.580811 392.335693 393.121948   0.998000 
1474.371826 392.078583 393.052399   0.997522 
1474.162842 392.078583 392.980591   0.997705 
1473.953735 392.014313 392.906403   0.997730 
1473.744873 391.885742 392.830017   0.997596 
1473.535767 391.692841 392.751190   0.997305 
1473.326904 391.564270 392.670105   0.997184 
1473.117798 391.371399 392.586670   0.996904 
1472.908936 391.307129 392.500916   0.996958 
1472.699829 391.114288 392.412781   0.996691 
1472.490967 391.049988 392.322327   0.996757 
1472.281982 390.857147 392.229523   0.996501 
1472.073120 390.600037 392.134338   0.996087 
1471.864014 390.278564 392.036713   0.995515 
1471.655029 390.342834 391.936768   0.995933 
1471.446045 389.571442 391.834351   0.994225 
1471.237061 390.085693 391.729584   0.995804 
1471.028076 389.828583 391.622437   0.995419 
1470.819092 390.085693 391.512817   0.996355 
1470.610107 390.214294 391.400818   0.996969 
1470.401123 390.214294 391.286346   0.997260 
1470.192139 390.021423 391.169434   0.997065 
1469.983276 389.957123 391.050201   0.997205 
1469.774292 389.764252 390.928406   0.997022 
1469.565186 389.699982 390.804047   0.997175 
1469.356323 389.635712 390.677399   0.997334 
1469.147217 389.314301 390.548126   0.996841 
1468.938354 389.442871 390.416504   0.997506 
1468.729248 389.378601 390.282257   0.997685 
1468.520386 389.185730 390.145691   0.997539 
1468.311279 389.250031 390.006714   0.998060 
1468.102417 389.185730 389.865723   0.998256 
1467.893311 389.250031 389.722534   0.998788 
1467.684448 389.121429 389.577698   0.998829 
1467.475464 389.121429 389.431122   0.999205 
1467.266479 389.185730 389.282928   0.999750 
1467.057495 389.121429 389.133392   0.999969 
1466.848511 388.992859 388.982605   1.000026 
1466.639526 388.928558 388.830688   1.000252 
1466.430542 388.671417 388.677856   0.999983 
1466.221558 388.542877 388.524231   1.000048 
1466.012573 388.864258 388.369934   1.001273 
1465.803589 388.864258 388.215149   1.001672 
1465.594482 388.799988 388.059937   1.001907 
1465.385620 388.607147 387.904694   1.001811 
1465.176636 388.221436 387.749329   1.001218 
1464.967773 388.671417 387.594147   1.002779 
1464.758667 388.414276 387.439026   1.002517 
1464.549805 388.607147 387.284515   1.003415 
1464.340698 387.257141 387.130371   1.000327 
1464.131836 387.964325 386.977112   1.002551 
1463.922729 388.478546 386.824524   1.004276 
1463.713745 387.835724 386.673065   1.003007 
1463.504761 388.414276 386.522675   1.004894 
1463.295776 388.285706 386.373688   1.004949 
1463.086792 388.285706 386.226074   1.005333 
1462.877930 388.285706 386.080200   1.005713 
1462.668945 388.285706 385.935974   1.006088 
1462.459961 388.221436 385.793671   1.006293 
1462.250977 388.157166 385.653412   1.006492 
1462.041992 388.157166 385.515350   1.006853 
1461.833008 388.028595 385.379669   1.006874 
1461.623901 388.092865 385.246399   1.007389 
1461.415039 387.964325 385.115967   1.007396 
1461.205933 387.964325 384.988129   1.007731 
1460.997070 387.900055 384.863464   1.007890 
1460.787964 387.900055 384.741699   1.008209 
1460.579102 387.900055 384.623352   1.008519 
1460.370117 387.642853 384.508362   1.008152 
1460.161255 387.771454 384.396973   1.008779 
1459.952148 387.771454 384.289185   1.009062 
1459.743286 387.707123 384.185333   1.009167 
1459.534180 387.707123 384.085388   1.009429 
1459.325195 387.642853 383.989685   1.009514 
1459.116211 387.642853 383.898254   1.009754 
1458.907227 387.578552 383.811279   1.009815 
1458.698242 387.514252 383.728943   1.009865 
1458.489258 387.321442 383.651337   1.009566 
1458.280273 387.449982 383.578644   1.010093 
1458.071411 387.128571 383.511078   1.009433 
1457.862427 387.449982 383.448639   1.010435 
1457.653442 387.000000 383.391541   1.009412 
1457.444458 387.385712 383.339874   1.010554 
1457.235352 387.385712 383.293518   1.010676 
1457.026489 387.385712 383.252472   1.010785 
1456.817383 387.321442 383.216614   1.010712 
1456.608521 387.257141 383.185944   1.010625 
1456.399414 387.192841 383.160339   1.010524 
1456.190552 387.128571 383.139893   1.010411 
1455.981445 387.192841 383.124329   1.010619 
1455.772583 387.000000 383.113678   1.010144 
1455.563599 387.128571 383.107941   1.010495 
1455.354614 387.064270 383.106964   1.010329 
1455.145630 386.935730 383.110748   1.009984 
1454.936646 386.871429 383.119232   1.009794 
1454.727661 386.871429 383.132324   1.009759 
1454.518677 386.935730 383.149994   1.009881 
1454.309692 386.678619 383.172150   1.009151 
1454.100708 386.807159 383.198761   1.009416 
1453.891724 386.742889 383.229767   1.009167 
1453.682739 386.807159 383.265106   1.009242 
1453.473755 386.742889 383.304657   1.008970 
1453.264771 386.742889 383.348511   1.008855 
1453.055908 386.614319 383.396362   1.008393 
1452.846802 386.614319 383.448456   1.008256 
1452.637939 386.678619 383.504486   1.008277 
1452.428833 386.678619 383.564545   1.008119 
1452.219971 386.614319 383.628448   1.007783 
1452.010864 386.228546 383.696289   1.006600 
1451.802002 385.714294 383.767822   1.005072 
1451.592896 386.550018 383.843201   1.007052 
1451.383911 386.421417 383.922150   1.006510 
1451.174927 386.614319 384.004700   1.006796 
1450.965942 386.228546 384.090851   1.005566 
1450.757080 386.550018 384.180450   1.006168 
1450.548096 386.742889 384.273529   1.006426 
1450.339111 386.614319 384.369965   1.005839 
1450.130127 386.678619 384.469727   1.005745 
1449.921143 386.550018 384.572723   1.005141 
1449.712158 386.614319 384.678864   1.005031 
1449.503174 386.871429 384.788208   1.005414 
1449.294067 386.935730 384.900665   1.005287 
1449.085205 387.000000 385.016022   1.005153 
1448.876099 387.064270 385.134460   1.005011 
1448.667236 387.064270 385.255676   1.004695 
1448.458252 387.064270 385.379761   1.004371 
1448.249390 387.192841 385.506561   1.004374 
1448.040283 387.192841 385.636230   1.004036 
1447.831421 387.257141 385.768372   1.003859 
1447.622314 387.192841 385.903320   1.003342 
1447.413330 387.385712 386.040680   1.003484 
1447.204346 387.449982 386.180542   1.003287 
1446.995361 387.514252 386.322815   1.003084 
1446.786377 387.578552 386.467468   1.002875 
1446.577393 387.642853 386.614349   1.002660 
1446.368408 387.642853 386.763550   1.002273 
1446.159424 387.771454 386.914886   1.002214 
1445.950562 387.835724 387.068237   1.001983 
1445.741577 387.964325 387.223785   1.001912 
1445.532593 387.964325 387.381317   1.001505 
1445.323486 387.964325 387.540863   1.001093 
1445.114624 387.900055 387.702148   1.000510 
1444.905518 388.157166 387.865417   1.000752 
1444.696655 387.064270 388.030182   0.997511 
1444.487549 388.157166 388.196991   0.999897 
1444.278687 388.221436 388.365143   0.999630 
1444.069580 388.350006 388.535065   0.999524 
1443.860718 388.671417 388.706360   0.999910 
1443.651733 388.799988 388.879211   0.999796 
1443.442871 388.864258 389.053345   0.999514 
1443.233765 388.928558 389.229034   0.999228 
1443.024780 388.992859 389.405884   0.998939 
1442.815796 389.185730 389.584015   0.998978 
1442.606812 389.250031 389.763275   0.998683 
1442.397827 389.378601 389.943604   0.998551 
1442.188843 389.442871 390.125031   0.998251 
1441.979858 389.507141 390.307434   0.997950 
1441.770874 389.507141 390.490753   0.997481 
1441.561890 389.764252 390.674957   0.997669 
1441.352905 389.892853 390.859955   0.997526 
1441.144043 390.149963 391.045563   0.997710 
1440.934937 390.214294 391.232117   0.997398 
1440.726074 390.471436 391.419067   0.997579 
1440.516968 390.600037 391.606842   0.997429 
1440.308105 390.792877 391.794830   0.997443 
1440.098999 390.857147 391.983551   0.997126 
1439.890137 391.049988 392.172394   0.997138 
1439.681030 391.049988 392.361816   0.996657 
1439.472168 391.178558 392.551270   0.996503 
1439.263062 391.564270 392.741180   0.997003 
1439.054077 391.757141 392.931122   0.997012 
1438.845215 391.950012 393.121033   0.997021 
1438.636230 391.950012 393.311066   0.996539 
1438.427246 391.821442 393.501129   0.995731 
1438.218262 392.464294 393.691071   0.996884 
1438.009277 392.464294 393.880859   0.996404 
1437.800293 392.850006 394.070435   0.996903 
1437.591309 392.271423 394.259796   0.994957 
1437.382324 392.978546 394.448761   0.996273 
1437.173340 393.428558 394.637329   0.996937 
1436.964233 393.621399 394.825653   0.996950 
1436.755371 393.750000 395.013153   0.996802 
1436.546387 393.878571 395.200287   0.996656 
1436.337524 394.071442 395.386627   0.996674 
1436.128418 394.328583 395.572510   0.996855 
1435.919556 394.457123 395.757477   0.996714 
1435.710449 394.714294 395.941956   0.996899 
1435.501587 394.714294 396.125519   0.996437 
1435.292480 395.035706 396.308655   0.996788 
1435.083496 395.100006 396.491058   0.996492 
1434.874512 395.485687 396.672821   0.997007 
1434.665527 395.614288 396.853973   0.996876 
1434.456543 395.807159 397.034546   0.996909 
1434.247559 396.128571 397.214508   0.997266 
1434.038696 396.514252 397.393860   0.997787 
1433.829712 396.771423 397.572784   0.997984 
1433.620728 396.964294 397.751160   0.998022 
1433.411743 397.157166 397.929077   0.998060 
1433.202759 397.414276 398.106506   0.998261 
1432.993652 397.542877 398.283600   0.998140 
1432.784790 397.799988 398.459991   0.998344 
1432.575684 397.992859 398.636230   0.998386 
1432.366821 398.185730 398.811798   0.998430 
1432.157715 398.378571 398.987244   0.998474 
1431.948853 398.507141 399.162109   0.998359 
1431.739746 398.442871 399.336792   0.997761 
1431.531006 398.892853 399.510864   0.998453 
1431.321899 398.764252 399.684937   0.997696 
1431.113037 399.278564 399.858490   0.998550 
1430.903931 399.278564 400.031982   0.998117 
1430.694946 399.600006 400.205139   0.998488 
1430.485962 399.792877 400.378082   0.998538 
1430.276978 399.985687 400.550781   0.998589 
1430.067993 400.114288 400.723267   0.998480 
1429.859009 400.307129 400.895569   0.998532 
1429.650024 400.435699 401.067719   0.998424 
1429.441040 400.692841 401.239746   0.998637 
1429.232178 400.885712 401.411530   0.998690 
1429.023071 400.692841 401.583374   0.997782 
1428.814209 401.207123 401.755005   0.998636 
1428.605103 401.399994 401.926666   0.998690 
1428.396240 401.464294 402.098145   0.998424 
1428.187134 401.785706 402.269806   0.998797 
1427.978271 401.914276 402.441193   0.998691 
1427.769165 402.171417 402.612823   0.998904 
1427.560303 402.235687 402.784271   0.998638 
1427.351196 402.492859 402.955963   0.998851 
1427.142334 402.685730 403.127502   0.998904 
1426.933350 402.878571 403.299225   0.998957 
1426.724365 403.071442 403.471069   0.999010 
1426.515381 403.264252 403.642975   0.999062 
1426.306396 403.392853 403.815033   0.998955 
1426.097412 403.585693 403.987274   0.999006 
1425.888428 403.842834 404.159637   0.999216 
1425.679443 403.971436 404.332214   0.999108 
1425.470459 404.292816 404.505005   0.999475 
1425.261475 403.778564 404.678040   0.997777 
1425.052490 403.199982 404.851318   0.995921 
1424.843506 404.871399 405.024841   0.999621 
1424.634399 404.871399 405.198761   0.999192 
1424.425659 405.321472 405.372650   0.999874 
1424.216553 405.128571 405.547180   0.998968 
1424.007690 405.642883 405.721832   0.999805 
1423.798584 405.900055 405.897034   1.000007 
1423.589722 406.157166 406.072449   1.000209 
1423.380615 406.285706 406.248383   1.000092 
1423.171753 406.092865 406.424591   0.999184 
1422.962646 406.414276 406.601440   0.999540 
1422.753662 406.992889 406.778595   1.000527 
1422.544678 407.185760 406.956238   1.000564 
1422.335693 407.378601 407.134369   1.000600 
1422.126709 407.507141 407.312988   1.000477 
1421.917847 407.571442 407.492065   1.000195 
1421.708862 407.571442 407.671722   0.999754 
1421.499878 407.828583 407.852020   0.999943 
1421.290894 407.764252 408.032837   0.999342 
1421.081909 408.471466 408.214233   1.000630 
1420.872925 413.421448 408.396240   1.012305 
1420.663818 663.428589 408.579041   1.623746 
1420.454956 424.928558 408.762299   1.039549 
1420.245850 412.971436 408.946381   1.009843 
1420.036987 411.685730 409.130951   1.006244 
1419.827881 409.821472 409.316467   1.001234 
1419.619141 409.692871 409.502350   1.000465 
1419.410034 410.078583 409.689331   1.000950 
1419.201172 410.271423 409.876831   1.000963 
1418.992065 410.528564 410.065338   1.001130 
1418.783081 410.592865 410.254578   1.000825 
1418.574097 410.271423 410.444580   0.999578 
1418.365112 410.014313 410.635406   0.998487 
1418.156128 410.335693 410.827118   0.998804 
1417.947144 409.885742 411.019714   0.997241 
1417.738159 410.850037 411.213196   0.999117 
1417.529175 410.914307 411.407593   0.998801 
1417.320312 411.364288 411.602844   0.999420 
1417.111328 411.750000 411.799072   0.999881 
1416.902344 412.007141 411.996277   1.000026 
1416.693237 412.200012 412.194641   1.000013 
1416.484375 412.457184 412.393738   1.000154 
1416.275269 412.714294 412.594086   1.000291 
1416.066406 412.971436 412.795227   1.000427 
1415.857300 413.228577 412.997742   1.000559 
1415.648438 413.550018 413.201050   1.000845 
1415.439331 413.742889 413.405670   1.000816 
1415.230469 413.871429 413.611176   1.000629 
1415.021362 413.935730 413.818054   1.000284 
1414.812622 414.385712 414.025726   1.000870 
1414.603516 414.771454 414.234924   1.001295 
1414.394531 415.542877 414.445221   1.002648 
1414.185547 415.735687 414.656677   1.002602 
1413.976562 415.992889 414.869415   1.002708 
1413.767578 416.185760 415.083344   1.002656 
1413.558594 416.378601 415.298553   1.002601 
1413.349609 416.442871 415.515015   1.002233 
1413.140625 416.635712 415.732849   1.002172 
1412.931641 415.735687 415.951904   0.999480 
1412.722656 415.671417 416.172363   0.998796 
1412.513672 417.085693 416.394165   1.001661 
1412.304688 417.278595 416.617340   1.001587 
1412.095825 417.407166 416.841736   1.001356 
1411.886719 417.407166 417.067902   1.000813 
1411.677856 417.149994 417.295166   0.999652 
1411.468750 417.792877 417.524139   1.000644 
1411.259888 417.664307 417.754303   0.999785 
1411.050781 417.985687 417.986267   0.999999 
1410.841919 414.578583 418.219421   0.991294 
1410.632812 416.314301 418.454376   0.994886 
1410.423828 418.435699 418.690765   0.999391 
1410.214844 418.692871 418.928650   0.999437 
1410.005981 418.821472 419.168030   0.999173 
1409.796997 418.692871 419.409119   0.998292 
1409.588013 419.014313 419.651825   0.998481 
1409.379028 419.271423 419.896149   0.998512 
1409.170044 419.399994 420.142181   0.998233 
1408.961060 419.528564 420.389801   0.997951 
1408.752075 419.657135 420.639160   0.997665 
1408.543091 419.850006 420.890228   0.997528 
1408.333984 419.850006 421.143158   0.996929 
1408.125122 420.107178 421.397522   0.996938 
1407.916016 420.171448 421.653931   0.996484 
1407.707275 420.300018 421.911621   0.996180 
1407.498169 420.364288 422.171478   0.995719 
1407.289307 420.557129 422.432617   0.995560 
1407.080200 420.685730 422.695679   0.995245 
1406.871338 420.814270 422.959961   0.994927 
1406.662231 420.942841 423.226074   0.994605 
1406.453247 421.135712 423.493469   0.994433 
1406.244263 421.264313 423.762329   0.994105 
1406.035278 421.457184 424.032532   0.993927 
1405.826294 421.585724 424.304077   0.993593 
1405.617310 421.907135 424.576904   0.993712 
1405.408325 422.100006 424.850983   0.993525 
1405.199463 422.292816 425.126068   0.993335 
1404.990479 422.292816 425.402466   0.992690 
1404.781494 422.742889 425.679993   0.993100 
1404.572510 422.614288 425.958588   0.992149 
1404.363403 423.192841 426.238403   0.992855 
1404.154541 423.257141 426.518829   0.992353 
1403.945435 423.642853 426.800507   0.992602 
1403.736572 423.964294 427.082794   0.992698 
1403.527466 424.221436 427.366211   0.992642 
1403.318604 424.350006 427.650146   0.992283 
1403.109497 424.607147 427.935150   0.992223 
1402.900635 424.799988 428.220551   0.992012 
1402.691650 425.121399 428.506775   0.992100 
1402.482788 425.314301 428.793488   0.991886 
1402.273682 425.571442 429.081085   0.991821 
1402.064697 425.764252 429.369110   0.991604 
1401.855713 426.021423 429.657593   0.991537 
1401.646729 426.149963 429.946533   0.991170 
1401.437744 425.828583 430.235901   0.989756 
1401.228760 426.535706 430.525635   0.990732 
1401.019775 426.985687 430.815704   0.991110 
1400.810791 427.178558 431.106049   0.990890 
1400.601807 427.307129 431.396606   0.990520 
1400.392822 427.242859 431.687378   0.989704 
1400.183960 428.014313 431.978149   0.990824 
1399.974854 428.271423 432.269318   0.990751 
1399.765991 428.528564 432.560272   0.990679 
1399.556885 428.721405 432.851501   0.990458 
1399.348022 428.978546 433.142456   0.990387 
1399.138916 429.364288 433.433624   0.990611 
1398.930054 429.685730 433.724365   0.990689 
1398.720947 429.942841 434.015259   0.990617 
1398.512085 429.814270 434.305634   0.989659 
1398.302979 429.364288 434.596100   0.987962 
1398.094116 430.585724 434.885986   0.990112 
1397.885132 430.778564 435.175659   0.989896 
1397.676147 431.292816 435.464966   0.990419 
1397.467163 431.164276 435.753876   0.989467 
1397.258179 431.807129 436.042297   0.990287 
1397.049194 432.192841 436.330231   0.990518 
1396.840210 432.514252 436.617615   0.990602 
1396.631226 432.835693 436.904388   0.990687 
1396.422241 432.899994 437.190552   0.990186 
1396.213257 433.221436 437.476013   0.990275 
1396.004150 433.799988 437.760895   0.990952 
1395.795288 434.121399 438.044739   0.991044 
1395.586304 434.507111 438.327911   0.991283 
1395.377441 434.764252 438.610046   0.991232 
1395.168335 435.085693 438.891632   0.991328 
1394.959473 435.342834 439.171936   0.991281 
1394.750366 435.792816 439.451599   0.991674 
1394.541504 436.049988 439.729858   0.991632 
1394.332397 436.371399 440.007416   0.991736 
1394.123413 436.628571 440.283691   0.991698 
1393.914429 437.078552 440.558807   0.992100 
1393.705444 437.399994 440.832703   0.992213 
1393.496460 437.721436 441.105347   0.992329 
1393.287598 437.978577 441.376526   0.992301 
1393.078613 438.300018 441.646576   0.992423 
1392.869629 438.621429 441.915192   0.992547 
1392.660645 438.942871 442.182434   0.992674 
1392.451660 439.264313 442.448212   0.992804 
1392.242676 439.521454 442.712494   0.992792 
1392.033569 439.778564 442.975342   0.992783 
1391.824707 439.971436 443.236237   0.992634 
1391.615601 439.778564 443.495880   0.991618 
1391.406738 439.971436 443.753510   0.991477 
1391.197632 438.621429 444.009705   0.987864 
1390.988770 440.614319 444.263824   0.991785 
1390.779785 441.128571 444.516266   0.992379 
1390.570923 441.835724 444.766724   0.993410 
1390.361816 442.285706 445.015594   0.993866 
1390.152832 442.542877 445.262329   0.993892 
1389.943848 442.800018 445.507050   0.993924 
1389.734863 443.057159 445.749756   0.993959 
1389.525879 443.314301 445.990448   0.994000 
1389.316895 443.635712 446.228973   0.994188 
1389.107910 443.828583 446.465302   0.994094 
1388.898926 444.149994 446.699493   0.994293 
1388.689941 444.407166 446.931396   0.994352 
1388.481079 444.664307 447.160828   0.994417 
1388.272095 444.728577 447.388092   0.994055 
1388.062988 445.114288 447.613159   0.994417 
1387.854126 445.307129 447.835419   0.994354 
1387.645020 445.178558 448.055542   0.993579 
1387.436157 445.307129 448.272888   0.993384 
1387.227051 445.757172 448.487915   0.993911 
1387.018188 446.014313 448.700104   0.994014 
1386.809082 446.271423 448.909882   0.994123 
1386.600220 446.464294 449.116730   0.994094 
1386.391113 446.721436 449.321075   0.994214 
1386.182251 446.785736 449.522430   0.993912 
1385.973267 447.042908 449.721100   0.994045 
1385.764282 447.492859 449.916840   0.994612 
1385.555298 447.685730 450.109741   0.994615 
1385.346313 447.942841 450.299622   0.994766 
1385.137329 448.007141 450.486542   0.994496 
1384.928345 447.942841 450.670410   0.993948 
1384.719360 448.714294 450.851227   0.995260 
1384.510376 448.778564 451.028900   0.995011 
1384.301392 449.164276 451.203400   0.995481 
1384.092285 448.585724 451.374817   0.993821 
1383.883423 449.678619 451.542755   0.995872 
1383.674438 450.514252 451.707458   0.997358 
1383.465576 450.707123 451.868774   0.997429 
1383.256470 450.835724 452.026886   0.997365 
1383.047607 450.964325 452.181335   0.997309 
1382.838501 451.350006 452.332489   0.997828 
1382.629639 451.671417 452.480011   0.998213 
1382.420532 451.671417 452.624084   0.997895 
1382.211670 451.799988 452.764435   0.997870 
1382.002563 450.771454 452.901245   0.995297 
1381.793579 454.114288 453.034332   1.002384 
1381.584595 457.649994 453.163605   1.009900 
1381.375610 459.578552 453.289185   1.013875 
1381.166748 459.321442 453.410797   1.013036 
1380.957764 456.557129 453.528656   1.006678 
1380.748779 456.300018 453.642578   1.005858 
1380.539795 454.178558 453.752563   1.000939 
1380.330811 453.149963 453.858521   0.998439 
1380.121826 453.278564 453.960480   0.998498 
1379.912842 453.600037 454.058289   0.998991 
1379.703735 453.792877 454.152100   0.999209 
1379.494873 453.664307 454.241577   0.998729 
1379.285767 453.664307 454.326965   0.998541 
1379.076904 453.792877 454.408112   0.998646 
1378.867920 453.985687 454.485199   0.998901 
1378.659058 454.114288 454.558167   0.999023 
1378.449951 454.049988 454.627197   0.998730 
1378.241089 453.792877 454.692230   0.998022 
1378.031982 454.178558 454.753387   0.998736 
1377.822998 453.921417 454.810699   0.998045 
1377.614014 454.371399 454.864166   0.998917 
1377.405029 454.178558 454.913849   0.998384 
1377.196045 454.435699 454.959869   0.998848 
1376.987061 454.564270 455.002167   0.999038 
1376.778076 454.692871 455.040894   0.999235 
1376.569092 454.307129 455.076050   0.998310 
1376.360229 454.821472 455.107727   0.999371 
1376.151245 454.885742 455.135895   0.999450 
1375.942261 455.014313 455.160645   0.999678 
1375.733154 455.142853 455.182068   0.999914 
1375.524292 455.207123 455.200134   1.000015 
1375.315186 455.078583 455.214966   0.999700 
1375.106323 455.207123 455.226532   0.999957 
1374.897217 455.399994 455.234985   1.000363 
1374.688354 455.592834 455.240356   1.000774 
1374.479248 455.657135 455.242554   1.000911 
1374.270386 455.785706 455.241821   1.001195 
1374.061401 455.785706 455.238068   1.001203 
1373.852417 455.914276 455.231445   1.001500 
1373.643433 455.978546 455.221893   1.001662 
1373.434448 455.850006 455.209534   1.001407 
1373.225464 456.042877 455.194397   1.001864 
1373.016479 456.107147 455.176575   1.002044 
1372.807495 456.107147 455.156097   1.002090 
1372.598511 455.399994 455.132965   1.000587 
1372.389526 456.171448 455.107239   1.002338 
1372.180542 456.235748 455.079010   1.002542 
1371.971558 455.528564 455.048309   1.001055 
1371.762573 451.157166 455.015167   0.991521 
1371.553711 449.100006 454.979706   0.987077 
1371.344604 455.592834 454.941864   1.001431 
1371.135742 455.399994 454.901794   1.001095 
1370.926636 456.107147 454.859436   1.002743 
1370.717773 455.657135 454.814972   1.001852 
1370.508667 456.042877 454.768311   1.002803 
1370.299805 456.042877 454.719604   1.002910 
1370.090698 456.042877 454.668854   1.003022 
1369.881836 455.850006 454.616180   1.002714 
1369.672729 453.021423 454.561493   0.996612 
1369.463745 453.278564 454.505005   0.997302 
1369.254883 455.657135 454.446655   1.002664 
1369.045898 455.592834 454.386505   1.002655 
1368.836914 455.464294 454.324677   1.002508 
1368.627930 455.335693 454.261108   1.002366 
1368.418945 455.142853 454.195953   1.002085 
1368.209961 454.950012 454.129211   1.001807 
1368.000977 454.500000 454.060883   1.000967 
1367.791992 452.699982 453.991150   0.997156 
1367.583008 451.928558 453.919922   0.995613 
1367.373901 451.414276 453.847290   0.994639 
